Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
RSRTC - 193591,NON AC Seater / Sleeper 2+1,07:50,13:15,05h 25m,351,32,3.6,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 183714,Express Non AC Seater 2+3,08:50,14:25,05h 35m,269,46,2.711,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 168941,Express Non AC Seater 2+3,09:45,15:50,06h 05m,270,42,2.87,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 163072,Express Non AC Seater 2+3,11:00,17:00,06h 00m,289,42,3.6,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 184103,Express Non AC Seater 2+3,13:10,18:10,05h 00m,269,42,2.15,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 190552,Express Non AC Seater 2+3,15:30,20:25,04h 55m,270,42,2.31,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 183727,Express Non AC Seater 2+3,19:10,00:30,05h 20m,268,46,4.46,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 193797,NON AC Seater / Sleeper 2+1,22:01,02:55,04h 54m,351,36,3.6,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 183063,Express Non AC Seater 2+3,22:20,03:20,05h 00m,270,42,3.31,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
RSRTC - 189082,Super Luxury Volvo AC Seater Pushback 2+2,23:00,04:00,05h 00m,438,32,3.86,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
UPSRTC - KSN0275,Ordinary Non AC Seater 2+3,21:20,02:30,05h 10m,263,52,3.3,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),03:46,08:55,05h 09m,700,22,2.16,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Jay Bajrang Travels,A/C Seater/Sleeper (2+1),05:01,09:30,04h 29m,523.81,31,1.126,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
janta shatabdi travels,A/C Sleeper (2+1),14:30,20:30,06h 00m,699,35,1.4,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Rinku Travels,NON AC Seater / Sleeper 2+1,19:00,00:59,05h 59m,300,29,2.5,https://www.redbus.in/bus-tickets/jaipur-to-mathura,Jaipur (Rajasthan) to Mathura
Priya Bus Service,AC Seater (2+2),15:55,20:45,04h 50m,379,31,4.1183,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),05:30,10:45,05h 15m,281,23,4.0259,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),22:00,03:30,05h 30m,400,23,3.899,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Babu Travels,A/C Sleeper (2+1),18:30,23:42,05h 12m,500,18,3.767,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Verma Travels.,A/C Sleeper (2+1),19:30,23:59,04h 29m,449,17,4.049,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,A/C Seater / Sleeper (2+1),19:30,23:55,04h 25m,662,29,3.84,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Babu Travels,NON A/C Seater/ Sleeper (2+1),22:15,04:45,06h 30m,400,27,3.086,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Jakhar Travels,NON A/C Seater/ Sleeper (2+1),21:15,03:00,05h 45m,250,28,3.837,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,380,25,3.052,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
Gajraj Travels,Bharat Benz A/C Sleeper (2+1),21:00,02:00,05h 00m,858,18,5.05,https://www.redbus.in/bus-tickets/jaipur-to-kota-rajasthan,Jaipur (Rajasthan) to Kota(Rajasthan)
HRTC - 6,Himsuta AC Seater Volvo/Scania 2+2,06:45,16:10,09h 25m,912,22,4.458,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 592,A/C Executive (2+3),08:05,18:10,10h 05m,632,41,2.312,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 129,Ordinary 3+2 Non AC Seater,08:50,18:40,09h 50m,512,37,2.64,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 7,Himsuta AC Seater Volvo/Scania 2+2,09:25,18:30,09h 05m,912,33,4.68,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 657,Ordinary 3+2 Non AC Seater,11:00,22:00,11h 00m,512,33,2.78,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 515,Ordinary 3+2 Non AC Seater,12:30,22:50,10h 20m,512,37,4.2,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 551,A/C Executive (2+3),15:30,01:30,10h 00m,632,39,4.09,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 525,Ordinary 3+2 Non AC Seater,16:50,03:00,10h 10m,512,26,4.2,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,04:15,10h 16m,512,27,2.55,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 538,Ordinary 3+2 Non AC Seater,18:31,05:30,10h 59m,512,27,4.67,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,08:00,09h 00m,477,27,4.8796,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,08:00,08h 30m,569,37,4.5788,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,07:45,08h 20m,499,38,4.5671,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:30,07:40,08h 10m,500,32,4.5592,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:55,09:05,10h 10m,471,26,4.4462,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 401669,Ordinary 3+2 Non AC Seater,10:35,14:40,04h 05m,310,34,4.51,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9236,A/C Executive (2+3),12:05,16:10,04h 05m,340,32,4.5158,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1515,Ordinary 3+2 Non AC Seater,13:20,20:15,06h 55m,373,35,3.25,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1529,Ordinary 3+2 Non AC Seater,13:56,19:05,05h 09m,364,37,3.28,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1516,A/C Executive (2+3),15:00,18:50,03h 50m,340,38,4.2108,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,21:15,04h 50m,334,27,2.56,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9235,A/C Executive (2+3),16:40,22:00,05h 20m,399,44,4.513,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,310,32,3.916,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,01:00,06h 45m,362,37,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),02:00,06:10,04h 10m,499,10,4.733,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),02:15,05:55,03h 40m,749,11,4.5,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 6651,Ordinary 3+2 Non AC Seater,04:05,09:20,05h 15m,302,47,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 649,A/C Executive (2+3),04:45,08:30,03h 45m,340,37,4.2104,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 654,A/C Executive (2+3),05:20,10:00,04h 40m,399,42,4.311,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,02:00,09h 30m,1117,32,3.315,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,05:30,08h 00m,522,31,4.8787,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,04:30,08h 00m,664,36,4.5713,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 6651,Ordinary 3+2 Non AC Seater,04:05,16:30,12h 25m,567,47,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 617,Ordinary 3+2 Non AC Seater,07:30,19:00,11h 30m,634,33,3.55,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 164,Himsuta AC Seater Volvo/Scania 2+2,09:30,20:05,10h 35m,1068,19,4.726,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 165,Himsuta AC Seater Volvo/Scania 2+2,07:00,17:10,10h 10m,1068,30,4.337,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 1468,Ordinary 3+2 Non AC Seater,09:15,21:20,12h 05m,567,37,4.1,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 416,Ordinary 3+2 Non AC Seater,17:10,04:15,11h 05m,634,37,4.66,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Chandigarh Transport Undertaking (CTU) - 165943,HVAC Seater (2+3),10:45,17:45,07h 00m,536.2,46,4.2101,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:53,05h 53m,499,20,4.048,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:55,05h 55m,499,22,4.511,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
HRTC - 1136,Ordinary 3+2 Non AC Seater,05:45,11:50,06h 05m,390,35,4.97,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 906,Ordinary 3+2 Non AC Seater,06:00,12:15,06h 15m,395,29,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 110,Himsuta AC Seater Volvo/Scania 2+2,07:30,14:55,07h 25m,745,32,5.05,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 101,Ordinary 3+2 Non AC Seater,06:12,10:20,04h 08m,242,37,4.711,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 140,Ordinary 3+2 Non AC Seater,06:40,10:50,04h 10m,242,23,2.94,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 141,Ordinary 3+2 Non AC Seater,07:25,11:30,04h 05m,242,37,3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,03:00,12:13,09h 13m,925,26,3.6,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,06:45,07h 45m,477,27,4.8125,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,399,36,4.6301,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Chandigarh Transport Undertaking (CTU) - 165944,HVAC Seater (2+3),06:20,13:20,07h 00m,536.2,43,3.955,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
FlixBus,Volvo A/C Seater (2+2),18:00,01:10,07h 10m,1050.72,8,4.1,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
A N Holidays,Volvo A/C Semi Sleeper (2+2),18:00,21:59,03h 59m,849,5,3.6,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,01:00,06h 35m,759,24,4.98,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 964,Ordinary 3+2 Non AC Seater,04:30,12:40,08h 10m,465,37,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 982,Ordinary 3+2 Non AC Seater,04:40,13:05,08h 25m,479,36,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 950,Ordinary 3+2 Non AC Seater,05:00,12:55,07h 55m,475,19,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1309,Ordinary 3+2 Non AC Seater,05:40,14:10,08h 30m,477,37,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1165,Ordinary 3+2 Non AC Seater,06:00,14:15,08h 15m,518,24,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1138,Ordinary 3+2 Non AC Seater,06:05,14:15,08h 10m,476,33,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 164,Himsuta AC Seater Volvo/Scania 2+2,07:00,14:00,07h 00m,784,19,4.027,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 974,Ordinary 3+2 Non AC Seater,07:30,17:15,09h 45m,490,24,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1108,Ordinary 3+2 Non AC Seater,07:46,16:30,08h 44m,495,35,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 89,Himsuta AC Seater Volvo/Scania 2+2,08:40,15:15,06h 35m,856,8,2.758,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,01:15,07h 00m,617,7,4.691,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:40,01:20,06h 40m,920,21,4.617,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:45,01:45,07h 00m,712,30,4.4,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,01:00,06h 15m,769,8,3.416,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,01:45,06h 40m,918,4,4.62,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 6651,Ordinary 3+2 Non AC Seater,05:30,16:30,11h 00m,475,47,4,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 887,Ordinary 3+2 Non AC Seater,08:00,16:30,08h 30m,488,29,4.79,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
HRTC - 680,Ordinary 3+2 Non AC Seater,18:18,04:30,10h 12m,510,30,4,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,Ghumarwin to Delhi
Bharmani Travels,Volvo A/C Semi Sleeper (2+2),00:50,04:40,03h 50m,629,12,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),01:00,05:10,04h 10m,550,19,4.85,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),01:00,06:25,05h 25m,499,20,4.634,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,Chandigarh to Kangra
HRTC - 791,Ordinary 3+2 Non AC Seater,08:40,19:40,11h 00m,564,28,3.9,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
HRTC - 804,Ordinary 3+2 Non AC Seater,09:38,19:00,09h 22m,564,33,4.08,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
HRTC - 57,Himsuta AC Seater Volvo/Scania 2+2,10:00,18:20,08h 20m,983,20,4.334,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,02:00,08h 13m,910,37,3.6,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,05:30,06h 30m,522,31,4.8141,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),21:50,04:50,07h 00m,558,33,4.7105,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
HRTC - 1506,Himsuta AC Seater Volvo/Scania 2+2,08:50,17:00,08h 10m,965,21,4.89,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 1545,Ordinary 3+2 Non AC Seater,08:55,17:30,08h 35m,564,27,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 508,A/C Executive (2+3),12:00,20:10,08h 10m,594,41,2.714,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 401279,Ordinary 3+2 Non AC Seater,05:30,09:10,03h 40m,240,36,3.9,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
HRTC - 6651,Ordinary 3+2 Non AC Seater,05:30,09:20,03h 50m,210,47,3.9,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
HRTC - 667,Ordinary 3+2 Non AC Seater,05:45,08:50,03h 05m,218,33,3.07,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,Ghumarwin to Chandigarh
FlixBus,Volvo A/C Seater (2+2),00:10,06:10,06h 00m,520.96,4,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),00:15,06:15,06h 00m,499,9,4.06,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),00:25,07:00,06h 35m,475,5,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,07:00,08h 00m,569,36,4.6116,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,06:00,08h 00m,569,30,4.454,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,06:40,08h 00m,499,48,4.317,https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,Delhi to Bilaspur (Himachal Pradesh)
HRTC - 886,Ordinary 3+2 Non AC Seater,06:20,15:20,09h 00m,488,35,5.04,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
HRTC - 165,Himsuta AC Seater Volvo/Scania 2+2,07:00,15:45,08h 45m,916,30,3.74,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
HRTC - 1468,Ordinary 3+2 Non AC Seater,09:15,19:05,09h 50m,475,37,4.2,https://www.redbus.in/bus-tickets/delhi-to-ghumarwin,Delhi to Ghumarwin
HRTC - 1006,Ordinary 3+2 Non AC Seater,04:00,20:15,16h 15m,837,37,2.5,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 1005,Ordinary 3+2 Non AC Seater,07:00,20:30,13h 30m,775,16,2.5,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 1009,Ordinary 3+2 Non AC Seater,17:00,07:30,14h 30m,837,36,4.37,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
HRTC - 1001,A/C Executive (2+3),17:15,08:15,15h 00m,924,34,1.942,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-shimla,Chamba (Himachal Pradesh) to Shimla
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,07:45,11h 30m,540,31,4.8523,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,550,25,4.8485,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,06:00,11h 00m,569,22,4.6479,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,01:10,09:00,07h 50m,883,17,3.84,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
HRTC - 843,Ordinary 3+2 Non AC Seater,17:15,03:00,09h 45m,452,37,3.8,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
HRTC - 680,Ordinary 3+2 Non AC Seater,19:30,04:30,09h 00m,469,33,3.74,https://www.redbus.in/bus-tickets/bilaspur-himachal-pradesh-to-delhi,Bilaspur (Himachal Pradesh) to Delhi
Assam State Transport Corporation (ASTC) - 157959,Bharat Benz A/C Seater (2+2),14:00,18:30,04h 30m,298,24,4.2206,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Assam State Transport Corporation (ASTC) - 154930,Volvo AC Seater 2+2,15:45,20:00,04h 15m,298,21,4.054,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Assam State Transport Corporation (ASTC) - 161055,Volvo AC Seater 2+2,16:15,20:30,04h 15m,298,19,4.481,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,A/C Seater Push Back (2+2),11:30,16:15,04h 45m,334.68,14,4.1111,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),13:00,17:00,04h 00m,389.13,30,4.7481,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,14:30,18:30,04h 00m,432.06,31,4.6118,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),15:00,19:15,04h 15m,324,32,4.1198,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,15:30,19:15,03h 45m,389.13,32,4.6486,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),22:15,03:45,05h 30m,450,21,3.627,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
Himalayan Travels,NON AC Seater / Sleeper 2+1,23:40,04:00,04h 20m,500,31,1.717,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Tezpur to Guwahati
